churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Existing Customer,30,1.308,2,High Risk
Existing Customer,30,1.308,3,High Risk
Existing Customer,30,1.308,2,High Risk
Existing Customer,30,1.308,4,High Risk
Existing Customer,30,1.5,4,High Risk
Existing Customer,30,1.5,2,High Risk
Existing Customer,30,1.5,3,High Risk
Existing Customer,30,2,2,High Risk
Attrited Customer,31,0.107,1,High Risk
Attrited Customer,31,0.107,2,High Risk
Attrited Customer,31,0.107,4,High Risk
Attrited Customer,31,0.192,3,High Risk
Existing Customer,31,0.24,3,High Risk
Existing Customer,31,0.292,4,High Risk
Attrited Customer,31,0.292,3,High Risk
Existing Customer,31,0.292,1,High Risk
Attrited Customer,31,0.292,2,High Risk
Attrited Customer,31,0.292,4,High Risk
Attrited Customer,31,0.292,3,High Risk
Attrited Customer,31,0.292,3,High Risk
Existing Customer,31,0.348,1,High Risk
Existing Customer,31,0.348,4,High Risk
Existing Customer,31,0.348,2,High Risk
Existing Customer,31,0.348,2,High Risk
Existing Customer,31,0.409,0,High Risk
Attrited Customer,31,0.409,3,High Risk
Attrited Customer,31,0.409,2,High Risk
Existing Customer,31,0.409,3,High Risk
Existing Customer,31,0.409,3,High Risk
Existing Customer,31,0.409,3,High Risk
Attrited Customer,31,0.409,2,High Risk
Existing Customer,31,0.409,3,High Risk
Existing Customer,31,0.409,3,High Risk
Attrited Customer,31,0.409,3,High Risk
Attrited Customer,31,0.409,2,High Risk
Attrited Customer,31,0.409,3,High Risk
Attrited Customer,31,0.476,3,High Risk
Existing Customer,31,0.476,2,High Risk
Existing Customer,31,0.476,4,High Risk
Existing Customer,31,0.476,2,High Risk
Attrited Customer,31,0.476,0,High Risk
Existing Customer,31,0.476,3,High Risk
Existing Customer,31,0.476,3,High Risk
Existing Customer,31,0.476,3,High Risk
Existing Customer,31,0.55,4,High Risk
Existing Customer,31,0.55,2,High Risk
Existing Customer,31,0.55,3,High Risk
Existing Customer,31,0.55,3,High Risk
Existing Customer,31,0.55,3,High Risk
Existing Customer,31,0.55,3,High Risk
Existing Customer,31,0.55,1,High Risk
Existing Customer,31,0.55,2,High Risk
Attrited Customer,31,0.55,4,High Risk
Attrited Customer,31,0.55,2,High Risk
Attrited Customer,31,0.632,2,High Risk
Existing Customer,31,0.632,2,High Risk
Existing Customer,31,0.632,3,High Risk
Existing Customer,31,0.632,2,High Risk
Existing Customer,31,0.632,2,High Risk
Existing Customer,31,0.632,0,High Risk
Existing Customer,31,0.632,3,High Risk
Existing Customer,31,0.632,3,High Risk
Existing Customer,31,0.632,4,High Risk
Existing Customer,31,0.632,4,High Risk
Existing Customer,31,0.632,2,High Risk
Existing Customer,31,0.632,5,High Risk
Attrited Customer,31,0.722,1,High Risk
Existing Customer,31,0.722,3,High Risk
Existing Customer,31,0.722,4,High Risk
Existing Customer,31,0.722,2,High Risk
Existing Customer,31,0.722,2,High Risk
Existing Customer,31,0.722,2,High Risk
Existing Customer,31,0.722,4,High Risk
Existing Customer,31,0.722,3,High Risk
Existing Customer,31,0.722,2,High Risk
Existing Customer,31,0.722,1,High Risk
Existing Customer,31,0.722,3,High Risk
Existing Customer,31,0.722,1,High Risk
Existing Customer,31,0.722,3,High Risk
Attrited Customer,31,0.722,3,High Risk
Attrited Customer,31,0.722,3,High Risk
Existing Customer,31,0.824,1,High Risk
Existing Customer,31,0.824,0,High Risk
Existing Customer,31,0.824,0,High Risk
Existing Customer,31,0.824,3,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,3,High Risk
Existing Customer,31,0.824,2,High Risk
Existing Customer,31,0.824,3,High Risk
Existing Customer,31,0.824,4,High Risk
Existing Customer,31,0.938,4,High Risk
Existing Customer,31,0.938,3,High Risk
Existing Customer,31,0.938,3,High Risk
Existing Customer,31,0.938,0,High Risk
Existing Customer,31,0.938,0,High Risk
Existing Customer,31,0.938,4,High Risk
Existing Customer,31,1.067,0,High Risk
Existing Customer,31,1.067,2,High Risk
Existing Customer,31,1.214,2,High Risk
Existing Customer,31,1.214,2,High Risk
Existing Customer,31,1.385,3,High Risk
Existing Customer,31,1.385,2,High Risk
Existing Customer,31,2.1,1,High Risk
Existing Customer,31,2.875,2,High Risk
Attrited Customer,32,0,5,High Risk
Attrited Customer,32,0,1,High Risk
Attrited Customer,32,0.103,3,High Risk
Existing Customer,32,0.143,4,High Risk
Attrited Customer,32,0.185,3,High Risk
Existing Customer,32,0.185,2,High Risk
Attrited Customer,32,0.231,3,High Risk
Attrited Customer,32,0.231,2,High Risk
Existing Customer,32,0.231,4,High Risk
Existing Customer,32,0.28,3,High Risk
Attrited Customer,32,0.28,3,High Risk
Attrited Customer,32,0.28,4,High Risk
Attrited Customer,32,0.333,1,High Risk
Existing Customer,32,0.391,2,High Risk
Existing Customer,32,0.391,2,High Risk
Existing Customer,32,0.391,2,High Risk
Existing Customer,32,0.391,4,High Risk
Existing Customer,32,0.391,0,High Risk
Existing Customer,32,0.391,2,High Risk
Existing Customer,32,0.391,1,High Risk
Attrited Customer,32,0.391,2,High Risk
Existing Customer,32,0.391,2,High Risk
Attrited Customer,32,0.455,3,High Risk
Existing Customer,32,0.455,2,High Risk
Attrited Customer,32,0.455,2,High Risk
Attrited Customer,32,0.455,4,High Risk
Attrited Customer,32,0.455,3,High Risk
Existing Customer,32,0.455,2,High Risk
Existing Customer,32,0.455,3,High Risk
Existing Customer,32,0.455,3,High Risk
Existing Customer,32,0.455,0,High Risk
Existing Customer,32,0.455,4,High Risk
Existing Customer,32,0.455,4,High Risk
Existing Customer,32,0.455,2,High Risk
Attrited Customer,32,0.524,3,High Risk
Existing Customer,32,0.524,3,High Risk
Existing Customer,32,0.524,2,High Risk
Existing Customer,32,0.524,4,High Risk
Attrited Customer,32,0.524,3,High Risk
Attrited Customer,32,0.524,3,High Risk
Existing Customer,32,0.524,2,High Risk
Existing Customer,32,0.524,3,High Risk
Attrited Customer,32,0.6,4,High Risk
Attrited Customer,32,0.6,2,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,2,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,1,High Risk
Existing Customer,32,0.6,2,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,2,High Risk
Existing Customer,32,0.6,4,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.6,4,High Risk
Existing Customer,32,0.6,3,High Risk
Existing Customer,32,0.684,4,High Risk
Existing Customer,32,0.684,0,High Risk
Existing Customer,32,0.684,2,High Risk
Existing Customer,32,0.684,3,High Risk
Existing Customer,32,0.684,2,High Risk
Existing Customer,32,0.684,1,High Risk
Existing Customer,32,0.684,2,High Risk
Existing Customer,32,0.684,2,High Risk
Existing Customer,32,0.684,2,High Risk
Existing Customer,32,0.684,2,High Risk
Attrited Customer,32,0.684,1,High Risk
Existing Customer,32,0.684,2,High Risk
Attrited Customer,32,0.778,2,High Risk
Attrited Customer,32,0.778,3,High Risk
Attrited Customer,32,0.778,4,High Risk
Attrited Customer,32,0.778,2,High Risk
Existing Customer,32,0.778,2,High Risk
Existing Customer,32,0.778,2,High Risk
Attrited Customer,32,0.778,3,High Risk
Existing Customer,32,0.778,0,High Risk
Existing Customer,32,0.778,2,High Risk
Existing Customer,32,0.778,0,High Risk
Existing Customer,32,0.778,2,High Risk
Existing Customer,32,0.778,2,High Risk
Existing Customer,32,0.882,5,High Risk
Existing Customer,32,0.882,2,High Risk
Existing Customer,32,0.882,3,High Risk
Existing Customer,32,0.882,4,High Risk
Existing Customer,32,0.882,3,High Risk
Existing Customer,32,0.882,2,High Risk
Existing Customer,32,0.882,2,High Risk
Existing Customer,32,0.882,3,High Risk
Existing Customer,32,0.882,3,High Risk
Existing Customer,32,1,1,High Risk
Existing Customer,32,1,3,High Risk
Existing Customer,32,1,2,High Risk
Existing Customer,32,1,2,High Risk
Existing Customer,32,1,2,High Risk
Existing Customer,32,1,3,High Risk
Existing Customer,32,1,3,High Risk
Existing Customer,32,1,2,High Risk
Existing Customer,32,1.133,2,High Risk
Existing Customer,32,1.133,2,High Risk
Existing Customer,32,1.286,0,High Risk
Existing Customer,32,1.462,2,High Risk
Existing Customer,32,1.909,3,High Risk
Existing Customer,32,3.571,3,High Risk
Attrited Customer,33,0.179,3,High Risk
Attrited Customer,33,0.222,2,High Risk
Attrited Customer,33,0.222,3,High Risk
Existing Customer,33,0.269,3,High Risk
Existing Customer,33,0.269,4,High Risk
Attrited Customer,33,0.269,3,High Risk
Attrited Customer,33,0.32,3,High Risk
Existing Customer,33,0.32,4,High Risk
Attrited Customer,33,0.32,3,High Risk
Existing Customer,33,0.32,3,High Risk
Existing Customer,33,0.32,2,High Risk
Existing Customer,33,0.32,5,High Risk
Existing Customer,33,0.32,2,High Risk
Existing Customer,33,0.32,4,High Risk
Attrited Customer,33,0.32,3,High Risk
Existing Customer,33,0.375,2,High Risk
Attrited Customer,33,0.375,3,High Risk
Attrited Customer,33,0.375,2,High Risk
Attrited Customer,33,0.375,4,High Risk
Attrited Customer,33,0.375,4,High Risk
Attrited Customer,33,0.435,2,High Risk
Attrited Customer,33,0.435,5,High Risk
Attrited Customer,33,0.435,3,High Risk
Attrited Customer,33,0.435,3,High Risk
Existing Customer,33,0.435,4,High Risk
Existing Customer,33,0.435,2,High Risk
Existing Customer,33,0.435,3,High Risk
Existing Customer,33,0.435,2,High Risk
Existing Customer,33,0.435,0,High Risk
Existing Customer,33,0.435,2,High Risk
Existing Customer,33,0.435,1,High Risk
Existing Customer,33,0.5,2,High Risk
Existing Customer,33,0.5,1,High Risk
Existing Customer,33,0.5,1,High Risk
Existing Customer,33,0.5,2,High Risk
Existing Customer,33,0.5,1,High Risk
Existing Customer,33,0.5,2,High Risk
Existing Customer,33,0.5,3,High Risk
Existing Customer,33,0.5,0,High Risk
Existing Customer,33,0.5,4,High Risk
Existing Customer,33,0.5,2,High Risk
Existing Customer,33,0.571,4,High Risk
Existing Customer,33,0.571,3,High Risk
Existing Customer,33,0.571,2,High Risk
Existing Customer,33,0.571,3,High Risk
Existing Customer,33,0.571,3,High Risk
Existing Customer,33,0.571,2,High Risk
Existing Customer,33,0.571,3,High Risk
Attrited Customer,33,0.571,6,High Risk
Attrited Customer,33,0.571,2,High Risk
Attrited Customer,33,0.571,3,High Risk
Existing Customer,33,0.65,3,High Risk
Existing Customer,33,0.65,3,High Risk
Attrited Customer,33,0.65,4,High Risk
Existing Customer,33,0.65,2,High Risk
Existing Customer,33,0.65,2,High Risk
Existing Customer,33,0.65,3,High Risk
Existing Customer,33,0.65,4,High Risk
Existing Customer,33,0.65,2,High Risk
Existing Customer,33,0.65,4,High Risk
Existing Customer,33,0.737,3,High Risk
Existing Customer,33,0.737,4,High Risk
Existing Customer,33,0.737,4,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.737,1,High Risk
Existing Customer,33,0.737,3,High Risk
Existing Customer,33,0.737,0,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.737,0,High Risk
Existing Customer,33,0.737,2,High Risk
Existing Customer,33,0.833,5,High Risk
Existing Customer,33,0.833,4,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.833,3,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.833,3,High Risk
Existing Customer,33,0.833,3,High Risk
Existing Customer,33,0.833,4,High Risk
Existing Customer,33,0.833,3,High Risk
Existing Customer,33,0.833,3,High Risk
Existing Customer,33,0.833,2,High Risk
Existing Customer,33,0.941,2,High Risk
Existing Customer,33,0.941,2,High Risk
Existing Customer,33,0.941,2,High Risk
Existing Customer,33,0.941,3,High Risk
Existing Customer,33,0.941,3,High Risk
Existing Customer,33,0.941,1,High Risk
Existing Customer,33,0.941,3,High Risk
Existing Customer,33,0.941,0,High Risk
Existing Customer,33,0.941,3,High Risk
Existing Customer,33,0.941,4,High Risk
Existing Customer,33,0.941,4,High Risk
Existing Customer,33,1.062,4,High Risk
Existing Customer,33,1.062,3,High Risk
Existing Customer,33,1.062,4,High Risk
Existing Customer,33,1.062,1,High Risk
Existing Customer,33,1.2,3,High Risk
Existing Customer,33,1.2,0,High Risk
Existing Customer,33,1.2,3,High Risk
Existing Customer,33,1.2,1,High Risk
Existing Customer,33,1.2,2,High Risk
Existing Customer,33,1.357,3,High Risk
Existing Customer,33,1.357,3,High Risk
Existing Customer,33,1.357,2,High Risk
Existing Customer,33,1.357,4,High Risk
Existing Customer,33,1.357,2,High Risk
Existing Customer,33,1.538,2,High Risk
Existing Customer,33,1.75,4,High Risk
Existing Customer,33,2,3,High Risk
Existing Customer,33,3.714,2,High Risk
Existing Customer,34,0.062,1,High Risk
Attrited Customer,34,0.097,3,High Risk
Existing Customer,34,0.172,2,High Risk
Existing Customer,34,0.214,2,High Risk
Attrited Customer,34,0.214,3,High Risk
Attrited Customer,34,0.214,2,High Risk
Attrited Customer,34,0.214,2,High Risk
Existing Customer,34,0.259,1,High Risk
Attrited Customer,34,0.259,4,High Risk
Existing Customer,34,0.308,2,High Risk
Existing Customer,34,0.308,2,High Risk
Existing Customer,34,0.308,2,High Risk
Attrited Customer,34,0.308,3,High Risk
Attrited Customer,34,0.308,3,High Risk
Attrited Customer,34,0.308,6,High Risk
Attrited Customer,34,0.308,4,High Risk
Attrited Customer,34,0.36,3,High Risk
Attrited Customer,34,0.36,2,High Risk
Attrited Customer,34,0.417,3,High Risk
Attrited Customer,34,0.417,3,High Risk
Attrited Customer,34,0.417,3,High Risk
Existing Customer,34,0.417,3,High Risk
Existing Customer,34,0.417,2,High Risk
Attrited Customer,34,0.417,3,High Risk
Attrited Customer,34,0.478,2,High Risk
Attrited Customer,34,0.478,1,High Risk
Existing Customer,34,0.478,2,High Risk
Existing Customer,34,0.478,2,High Risk
Existing Customer,34,0.478,2,High Risk
Existing Customer,34,0.478,2,High Risk
Attrited Customer,34,0.478,3,High Risk
Existing Customer,34,0.478,2,High Risk
Existing Customer,34,0.478,1,High Risk
Existing Customer,34,0.478,2,High Risk
Existing Customer,34,0.478,2,High Risk
Attrited Customer,34,0.478,2,High Risk
Attrited Customer,34,0.478,4,High Risk
Attrited Customer,34,0.478,4,High Risk
Existing Customer,34,0.545,0,High Risk
Existing Customer,34,0.545,2,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,2,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,4,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,2,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,4,High Risk
Existing Customer,34,0.545,3,High Risk
Existing Customer,34,0.545,2,High Risk
Existing Customer,34,0.619,3,High Risk
Existing Customer,34,0.619,4,High Risk
Existing Customer,34,0.619,2,High Risk
Existing Customer,34,0.619,3,High Risk
Existing Customer,34,0.619,3,High Risk
Existing Customer,34,0.619,3,High Risk
Existing Customer,34,0.619,1,High Risk
Existing Customer,34,0.619,4,High Risk
Existing Customer,34,0.619,1,High Risk
Existing Customer,34,0.619,2,High Risk
Existing Customer,34,0.7,2,High Risk
Existing Customer,34,0.7,0,High Risk
Existing Customer,34,0.7,2,High Risk
Existing Customer,34,0.7,4,High Risk
Existing Customer,34,0.7,2,High Risk
Existing Customer,34,0.7,2,High Risk
Existing Customer,34,0.7,3,High Risk
Existing Customer,34,0.7,4,High Risk
Existing Customer,34,0.7,4,High Risk
Existing Customer,34,0.7,4,High Risk
Existing Customer,34,0.789,2,High Risk
Existing Customer,34,0.789,4,High Risk
Existing Customer,34,0.789,0,High Risk
Existing Customer,34,0.789,2,High Risk
Existing Customer,34,0.789,3,High Risk
Attrited Customer,34,0.789,3,High Risk
Attrited Customer,34,0.789,3,High Risk
Attrited Customer,34,0.789,3,High Risk
Existing Customer,34,0.789,1,High Risk
Existing Customer,34,0.789,3,High Risk
Existing Customer,34,0.789,3,High Risk
Existing Customer,34,0.889,2,High Risk
Existing Customer,34,0.889,3,High Risk
Existing Customer,34,0.889,2,High Risk
Existing Customer,34,0.889,0,High Risk
Existing Customer,34,0.889,2,High Risk
Existing Customer,34,0.889,3,High Risk
Existing Customer,34,0.889,2,High Risk
Existing Customer,34,0.889,2,High Risk
Existing Customer,34,0.889,4,High Risk
Existing Customer,34,0.889,5,High Risk
Existing Customer,34,0.889,3,High Risk
Existing Customer,34,1,2,High Risk
Existing Customer,34,1,0,High Risk
Existing Customer,34,1,2,High Risk
Existing Customer,34,1.125,2,High Risk
Existing Customer,34,1.125,0,High Risk
Existing Customer,34,1.125,2,High Risk
Existing Customer,34,1.125,4,High Risk
Existing Customer,34,1.125,2,High Risk
Existing Customer,34,1.125,3,High Risk
Existing Customer,34,1.429,3,High Risk
Existing Customer,34,1.615,2,High Risk
Existing Customer,34,1.833,0,High Risk
Existing Customer,34,2.4,2,High Risk
Attrited Customer,35,0.029,1,High Risk
Existing Customer,35,0.167,2,High Risk
Existing Customer,35,0.207,3,High Risk
Existing Customer,35,0.207,4,High Risk
Existing Customer,35,0.25,3,High Risk
Existing Customer,35,0.25,0,High Risk
Attrited Customer,35,0.25,3,High Risk
Attrited Customer,35,0.25,3,High Risk
Attrited Customer,35,0.25,5,High Risk
Attrited Customer,35,0.25,4,High Risk
Existing Customer,35,0.25,3,High Risk
Existing Customer,35,0.296,3,High Risk
Attrited Customer,35,0.296,1,High Risk
Attrited Customer,35,0.296,2,High Risk
Attrited Customer,35,0.296,3,High Risk
Attrited Customer,35,0.296,3,High Risk
Attrited Customer,35,0.296,3,High Risk
Existing Customer,35,0.296,4,High Risk
Existing Customer,35,0.296,2,High Risk
Existing Customer,35,0.346,2,High Risk
Existing Customer,35,0.346,0,High Risk
Attrited Customer,35,0.346,3,High Risk
Attrited Customer,35,0.346,1,High Risk
Attrited Customer,35,0.346,3,High Risk
Attrited Customer,35,0.346,2,High Risk
Attrited Customer,35,0.346,6,High Risk
Existing Customer,35,0.346,4,High Risk
Existing Customer,35,0.4,2,High Risk
Attrited Customer,35,0.4,6,High Risk
Attrited Customer,35,0.4,4,High Risk
Attrited Customer,35,0.4,4,High Risk
Existing Customer,35,0.4,2,High Risk
Existing Customer,35,0.4,2,High Risk
Existing Customer,35,0.4,4,High Risk
Attrited Customer,35,0.4,3,High Risk
Existing Customer,35,0.458,4,High Risk
Existing Customer,35,0.458,2,High Risk
Attrited Customer,35,0.458,3,High Risk
Existing Customer,35,0.458,0,High Risk
Attrited Customer,35,0.458,3,High Risk
Existing Customer,35,0.458,5,High Risk
Existing Customer,35,0.458,1,High Risk
Attrited Customer,35,0.458,4,High Risk
